"","Cell","Organism","Attribute","Value","Nlevel"
"5419",19,"1","StoredNitrogen",0.062201,"high"
"5420",20,"1","StoredNitrogen",0.20325,"high"
"5421",1,"2","StoredNitrogen",0.39891,"high"
"5422",2,"2","StoredNitrogen",0.048565,"high"
"5423",3,"2","StoredNitrogen",0.045008,"high"
"5424",4,"2","StoredNitrogen",0.065425,"high"
"5425",5,"2","StoredNitrogen",0.06172,"high"
"5426",6,"2","StoredNitrogen",0.061728,"high"
"5427",7,"2","StoredNitrogen",0.071292,"high"
"5428",8,"2","StoredNitrogen",0.026564,"high"
"5429",9,"2","StoredNitrogen",0.026564,"high"
"5430",10,"2","StoredNitrogen",0.042377,"high"
"5431",11,"2","StoredNitrogen",0.044335,"high"
"5432",12,"2","StoredNitrogen",0.61529,"high"
"5433",13,"2","StoredNitrogen",0.62381,"high"
"5434",14,"2","StoredNitrogen",0.034927,"high"
"5435",15,"2","StoredNitrogen",0.034803,"high"
"5436",16,"2","StoredNitrogen",0.057788,"high"
"5437",17,"2","StoredNitrogen",0.038117,"high"
"5438",18,"2","StoredNitrogen",0.037849,"high"
"5439",19,"2","StoredNitrogen",0.05663,"high"
"5440",20,"2","StoredNitrogen",0.056372,"high"
"5441",1,"3","StoredNitrogen",0.08796,"high"
"5442",2,"3","StoredNitrogen",0.060566,"high"
"5443",3,"3","StoredNitrogen",0.038715,"high"
"5444",4,"3","StoredNitrogen",0.038644,"high"
"5445",5,"3","StoredNitrogen",0.030205,"high"
"5446",6,"3","StoredNitrogen",0.030205,"high"
"5447",7,"3","StoredNitrogen",0.049073,"high"
"5448",8,"3","StoredNitrogen",0.05501,"high"
"5449",9,"3","StoredNitrogen",0.71676,"high"
"5450",10,"3","StoredNitrogen",0.70117,"high"
"5451",11,"3","StoredNitrogen",0.082186,"high"
"5452",12,"3","StoredNitrogen",0.059471,"high"
"5453",13,"3","StoredNitrogen",0.041255,"high"
"5454",14,"3","StoredNitrogen",0.041241,"high"
"5455",15,"3","StoredNitrogen",0.061258,"high"
"5456",16,"3","StoredNitrogen",0.060776,"high"
"5457",17,"3","StoredNitrogen",0.062917,"high"
"5458",18,"3","StoredNitrogen",0.043322,"high"
"5459",19,"3","StoredNitrogen",0.051969,"high"
"5460",20,"3","StoredNitrogen",0.38387,"high"
"5461",1,"4","StoredNitrogen",0.063094,"high"
"5462",2,"4","StoredNitrogen",0.060099,"high"
"5463",3,"4","StoredNitrogen",0.045095,"high"
"5464",4,"4","StoredNitrogen",0.048107,"high"
"5465",5,"4","StoredNitrogen",0.071393,"high"
"5466",6,"4","StoredNitrogen",0.074356,"high"
"5467",7,"4","StoredNitrogen",0.75731,"high"
"5468",8,"4","StoredNitrogen",0.78442,"high"
"5469",9,"4","StoredNitrogen",0.09122,"high"
"5470",10,"4","StoredNitrogen",0.03483,"high"
"5471",11,"4","StoredNitrogen",0.03483,"high"
"5472",12,"4","StoredNitrogen",0.046543,"high"
"5473",13,"4","StoredNitrogen",0.044665,"high"
"5474",14,"4","StoredNitrogen",0.064802,"high"
"5475",15,"4","StoredNitrogen",0.062413,"high"
"5476",16,"4","StoredNitrogen",0.032674,"high"
"5477",17,"4","StoredNitrogen",0.0327,"high"
"5478",18,"4","StoredNitrogen",0.048546,"high"
"5479",19,"4","StoredNitrogen",0.059591,"high"
"5480",20,"4","StoredNitrogen",0.43978,"high"
"5481",1,"5","StoredNitrogen",0.057942,"high"
"5482",2,"5","StoredNitrogen",0.058169,"high"
"5483",3,"5","StoredNitrogen",0.038861,"high"
"5484",4,"5","StoredNitrogen",0.039945,"high"
"5485",5,"5","StoredNitrogen",0.033497,"high"
"5486",6,"5","StoredNitrogen",0.033503,"high"
"5487",7,"5","StoredNitrogen",0.052548,"high"
"5488",8,"5","StoredNitrogen",0.064257,"high"
"5489",9,"5","StoredNitrogen",0.7808,"high"
"5490",10,"5","StoredNitrogen",0.68951,"high"
"5491",11,"5","StoredNitrogen",0.040418,"high"
"5492",12,"5","StoredNitrogen",0.039991,"high"
"5493",13,"5","StoredNitrogen",0.063508,"high"
"5494",14,"5","StoredNitrogen",0.041233,"high"
"5495",15,"5","StoredNitrogen",0.040127,"high"
"5496",16,"5","StoredNitrogen",0.059585,"high"
"5497",17,"5","StoredNitrogen",0.059153,"high"
"5498",18,"5","StoredNitrogen",0.055717,"high"
"5499",19,"5","StoredNitrogen",0.057341,"high"
"5500",20,"5","StoredNitrogen",0.17214,"high"
"5501",1,"6","StoredNitrogen",0.34882,"high"
"5502",2,"6","StoredNitrogen",0.31455,"high"
"5503",3,"6","StoredNitrogen",0.035748,"high"
"5504",4,"6","StoredNitrogen",0.035748,"high"
"5505",5,"6","StoredNitrogen",0.061214,"high"
"5506",6,"6","StoredNitrogen",0.11083,"high"
"5507",7,"6","StoredNitrogen",0.037918,"high"
"5508",8,"6","StoredNitrogen",0.038017,"high"
"5509",9,"6","StoredNitrogen",0.03933,"high"
"5510",10,"6","StoredNitrogen",0.039422,"high"
"5511",11,"6","StoredNitrogen",0.062171,"high"
"5512",12,"6","StoredNitrogen",0.028698,"high"
"5513",13,"6","StoredNitrogen",0.028645,"high"
"5514",14,"6","StoredNitrogen",0.047042,"high"
"5515",15,"6","StoredNitrogen",0.047787,"high"
"5516",16,"6","StoredNitrogen",0.080235,"high"
"5517",17,"6","StoredNitrogen",0.069218,"high"
"5518",18,"6","StoredNitrogen",0.08494,"high"
"5519",19,"6","StoredNitrogen",1.2166,"high"
"5520",20,"6","StoredNitrogen",1.1718,"high"
"5521",1,"7","StoredNitrogen",0.14154,"high"
"5522",2,"7","StoredNitrogen",0.067926,"high"
"5523",3,"7","StoredNitrogen",0.044032,"high"
"5524",4,"7","StoredNitrogen",0.043824,"high"
"5525",5,"7","StoredNitrogen",0.065334,"high"
"5526",6,"7","StoredNitrogen",0.048808,"high"
"5527",7,"7","StoredNitrogen",0.055585,"high"
"5528",8,"7","StoredNitrogen",0.77498,"high"
"5529",9,"7","StoredNitrogen",0.79601,"high"
"5530",10,"7","StoredNitrogen",0.055616,"high"
"5531",11,"7","StoredNitrogen",0.051912,"high"
"5532",12,"7","StoredNitrogen",0.035003,"high"
"5533",13,"7","StoredNitrogen",0.035003,"high"
"5534",14,"7","StoredNitrogen",0.043214,"high"
"5535",15,"7","StoredNitrogen",0.041237,"high"
"5536",16,"7","StoredNitrogen",0.060225,"high"
"5537",17,"7","StoredNitrogen",0.060572,"high"
"5538",18,"7","StoredNitrogen",0.060811,"high"
"5539",19,"7","StoredNitrogen",0.068869,"high"
"5540",20,"7","StoredNitrogen",0.25632,"high"
"5541",1,"8","StoredNitrogen",0.79275,"high"
"5542",2,"8","StoredNitrogen",0.77882,"high"
"5543",3,"8","StoredNitrogen",0.052577,"high"
"5544",4,"8","StoredNitrogen",0.050146,"high"
"5545",5,"8","StoredNitrogen",0.033179,"high"
"5546",6,"8","StoredNitrogen",0.033175,"high"
"5547",7,"8","StoredNitrogen",0.044018,"high"
"5548",8,"8","StoredNitrogen",0.044416,"high"
"5549",9,"8","StoredNitrogen",0.032746,"high"
"5550",10,"8","StoredNitrogen",0.032746,"high"
"5551",11,"8","StoredNitrogen",0.064028,"high"
"5552",12,"8","StoredNitrogen",0.059584,"high"
"5553",13,"8","StoredNitrogen",0.059164,"high"
"5554",14,"8","StoredNitrogen",0.059803,"high"
"5555",15,"8","StoredNitrogen",0.060177,"high"
"5556",16,"8","StoredNitrogen",0.036692,"high"
"5557",17,"8","StoredNitrogen",0.038315,"high"
"5558",18,"8","StoredNitrogen",0.05951,"high"
"5559",19,"8","StoredNitrogen",0.063594,"high"
"5560",20,"8","StoredNitrogen",0.53331,"high"
"5561",1,"9","StoredNitrogen",0.27,"high"
"5562",2,"9","StoredNitrogen",0.067924,"high"
"5563",3,"9","StoredNitrogen",0.061176,"high"
"5564",4,"9","StoredNitrogen",0.061423,"high"
"5565",5,"9","StoredNitrogen",0.062397,"high"
"5566",6,"9","StoredNitrogen",0.039323,"high"
"5567",7,"9","StoredNitrogen",0.03992,"high"
"5568",8,"9","StoredNitrogen",0.061041,"high"
"5569",9,"9","StoredNitrogen",0.043006,"high"
"5570",10,"9","StoredNitrogen",0.04334,"high"
"5571",11,"9","StoredNitrogen",0.68702,"high"
"5572",12,"9","StoredNitrogen",0.67068,"high"
"5573",13,"9","StoredNitrogen",0.039842,"high"
"5574",14,"9","StoredNitrogen",0.039842,"high"
"5575",15,"9","StoredNitrogen",0.059915,"high"
"5576",16,"9","StoredNitrogen",0.039985,"high"
"5577",17,"9","StoredNitrogen",0.039546,"high"
"5578",18,"9","StoredNitrogen",0.031848,"high"
"5579",19,"9","StoredNitrogen",0.031924,"high"
"5580",20,"9","StoredNitrogen",0.125,"high"
"5581",1,"10","StoredNitrogen",0.2601,"high"
"5582",2,"10","StoredNitrogen",0.065792,"high"
"5583",3,"10","StoredNitrogen",0.062299,"high"
"5584",4,"10","StoredNitrogen",0.063494,"high"
"5585",5,"10","StoredNitrogen",0.031686,"high"
"5586",6,"10","StoredNitrogen",0.031691,"high"
"5587",7,"10","StoredNitrogen",0.040378,"high"
"5588",8,"10","StoredNitrogen",0.040379,"high"
"5589",9,"10","StoredNitrogen",0.065825,"high"
"5590",10,"10","StoredNitrogen",0.047166,"high"
"5591",11,"10","StoredNitrogen",0.049755,"high"
"5592",12,"10","StoredNitrogen",0.7222,"high"
"5593",13,"10","StoredNitrogen",0.6709,"high"
"5594",14,"10","StoredNitrogen",0.079847,"high"
"5595",15,"10","StoredNitrogen",0.029098,"high"
"5596",16,"10","StoredNitrogen",0.029098,"high"
"5597",17,"10","StoredNitrogen",0.039707,"high"
"5598",18,"10","StoredNitrogen",0.03929,"high"
"5599",19,"10","StoredNitrogen",0.059096,"high"
"5600",20,"10","StoredNitrogen",0.062987,"high"
"5601",1,"11","StoredNitrogen",0.059954,"high"
"5602",2,"11","StoredNitrogen",0.060594,"high"
"5603",3,"11","StoredNitrogen",0.044718,"high"
"5604",4,"11","StoredNitrogen",0.044837,"high"
"5605",5,"11","StoredNitrogen",0.03384,"high"
"5606",6,"11","StoredNitrogen",0.03384,"high"
"5607",7,"11","StoredNitrogen",0.051469,"high"
"5608",8,"11","StoredNitrogen",0.055183,"high"
"5609",9,"11","StoredNitrogen",0.81939,"high"
"5610",10,"11","StoredNitrogen",0.8191,"high"
"5611",11,"11","StoredNitrogen",0.051313,"high"
"5612",12,"11","StoredNitrogen",0.048659,"high"
"5613",13,"11","StoredNitrogen",0.066659,"high"
"5614",14,"11","StoredNitrogen",0.044766,"high"
"5615",15,"11","StoredNitrogen",0.04476,"high"
"5616",16,"11","StoredNitrogen",0.062766,"high"
"5617",17,"11","StoredNitrogen",0.061636,"high"
"5618",18,"11","StoredNitrogen",0.058725,"high"
"5619",19,"11","StoredNitrogen",0.063387,"high"
"5620",20,"11","StoredNitrogen",0.23168,"high"
"5621",1,"12","StoredNitrogen",0.057155,"high"
"5622",2,"12","StoredNitrogen",0.058313,"high"
"5623",3,"12","StoredNitrogen",0.039633,"high"
"5624",4,"12","StoredNitrogen",0.039959,"high"
"5625",5,"12","StoredNitrogen",0.030882,"high"
"5626",6,"12","StoredNitrogen",0.030887,"high"
"5627",7,"12","StoredNitrogen",0.083695,"high"
"5628",8,"12","StoredNitrogen",0.69921,"high"
"5629",9,"12","StoredNitrogen",0.67809,"high"
"5630",10,"12","StoredNitrogen",0.084073,"high"
"5631",11,"12","StoredNitrogen",0.031707,"high"
"5632",12,"12","StoredNitrogen",0.031707,"high"
"5633",13,"12","StoredNitrogen",0.040013,"high"
"5634",14,"12","StoredNitrogen",0.038832,"high"
"5635",15,"12","StoredNitrogen",0.061883,"high"
"5636",16,"12","StoredNitrogen",0.06203,"high"
"5637",17,"12","StoredNitrogen",0.034992,"high"
"5638",18,"12","StoredNitrogen",0.037696,"high"
"5639",19,"12","StoredNitrogen",0.11293,"high"
"5640",20,"12","StoredNitrogen",0.48661,"high"
"5641",1,"13","StoredNitrogen",0.056194,"high"
"5642",2,"13","StoredNitrogen",0.056481,"high"
"5643",3,"13","StoredNitrogen",0.038393,"high"
"5644",4,"13","StoredNitrogen",0.039521,"high"
"5645",5,"13","StoredNitrogen",0.061025,"high"
"5646",6,"13","StoredNitrogen",0.069616,"high"
"5647",7,"13","StoredNitrogen",0.6417,"high"
"5648",8,"13","StoredNitrogen",0.64345,"high"
"5649",9,"13","StoredNitrogen",0.039668,"high"
"5650",10,"13","StoredNitrogen",0.039668,"high"
"5651",11,"13","StoredNitrogen",0.05692,"high"
"5652",12,"13","StoredNitrogen",0.038806,"high"
"5653",13,"13","StoredNitrogen",0.038508,"high"
"5654",14,"13","StoredNitrogen",0.064003,"high"
"5655",15,"13","StoredNitrogen",0.063347,"high"
"5656",16,"13","StoredNitrogen",0.037477,"high"
"5657",17,"13","StoredNitrogen",0.037727,"high"
"5658",18,"13","StoredNitrogen",0.057354,"high"
"5659",19,"13","StoredNitrogen",0.070758,"high"
"5660",20,"13","StoredNitrogen",0.55755,"high"
"5661",1,"14","StoredNitrogen",0.7005,"high"
"5662",2,"14","StoredNitrogen",0.66084,"high"
"5663",3,"14","StoredNitrogen",0.045915,"high"
"5664",4,"14","StoredNitrogen",0.043178,"high"
"5665",5,"14","StoredNitrogen",0.060262,"high"
"5666",6,"14","StoredNitrogen",0.038964,"high"
"5667",7,"14","StoredNitrogen",0.038824,"high"
"5668",8,"14","StoredNitrogen",0.031336,"high"
"5669",9,"14","StoredNitrogen",0.031336,"high"
"5670",10,"14","StoredNitrogen",0.062721,"high"
"5671",11,"14","StoredNitrogen",0.066981,"high"
"5672",12,"14","StoredNitrogen",0.067445,"high"
"5673",13,"14","StoredNitrogen",0.04418,"high"
"5674",14,"14","StoredNitrogen",0.047687,"high"
"5675",15,"14","StoredNitrogen",0.040624,"high"
"5676",16,"14","StoredNitrogen",0.040926,"high"
"5677",17,"14","StoredNitrogen",0.063809,"high"
"5678",18,"14","StoredNitrogen",0.07874,"high"
"5679",19,"14","StoredNitrogen",0.92107,"high"
"5680",20,"14","StoredNitrogen",0.88831,"high"
"5681",1,"15","StoredNitrogen",0.061631,"high"
"5682",2,"15","StoredNitrogen",0.06313,"high"
"5683",3,"15","StoredNitrogen",0.046326,"high"
"5684",4,"15","StoredNitrogen",0.047311,"high"
"5685",5,"15","StoredNitrogen",0.071137,"high"
"5686",6,"15","StoredNitrogen",0.056295,"high"
"5687",7,"15","StoredNitrogen",0.063043,"high"
"5688",8,"15","StoredNitrogen",0.91039,"high"
"5689",9,"15","StoredNitrogen",0.85856,"high"
"5690",10,"15","StoredNitrogen",0.051487,"high"
"5691",11,"15","StoredNitrogen",0.050814,"high"
"5692",12,"15","StoredNitrogen",0.074443,"high"
"5693",13,"15","StoredNitrogen",0.048515,"high"
"5694",14,"15","StoredNitrogen",0.047271,"high"
"5695",15,"15","StoredNitrogen",0.064253,"high"
"5696",16,"15","StoredNitrogen",0.062931,"high"
"5697",17,"15","StoredNitrogen",0.062649,"high"
"5698",18,"15","StoredNitrogen",0.042455,"high"
"5699",19,"15","StoredNitrogen",0.045519,"high"
"5700",20,"15","StoredNitrogen",0.32249,"high"
"5701",1,"16","StoredNitrogen",0.223,"high"
"5702",2,"16","StoredNitrogen",0.061756,"high"
"5703",3,"16","StoredNitrogen",0.058786,"high"
"5704",4,"16","StoredNitrogen",0.060653,"high"
"5705",5,"16","StoredNitrogen",0.060729,"high"
"5706",6,"16","StoredNitrogen",0.08401,"high"
"5707",7,"16","StoredNitrogen",0.029465,"high"
"5708",8,"16","StoredNitrogen",0.029465,"high"
"5709",9,"16","StoredNitrogen",0.047475,"high"
"5710",10,"16","StoredNitrogen",0.05111,"high"
"5711",11,"16","StoredNitrogen",0.74996,"high"
"5712",12,"16","StoredNitrogen",0.78443,"high"
"5713",13,"16","StoredNitrogen",0.060896,"high"
"5714",14,"16","StoredNitrogen",0.052827,"high"
"5715",15,"16","StoredNitrogen",0.033229,"high"
"5716",16,"16","StoredNitrogen",0.033201,"high"
"5717",17,"16","StoredNitrogen",0.041733,"high"
"5718",18,"16","StoredNitrogen",0.040652,"high"
"5719",19,"16","StoredNitrogen",0.061781,"high"
"5720",20,"16","StoredNitrogen",0.097968,"high"
"5721",1,"17","StoredNitrogen",0.069672,"high"
"5722",2,"17","StoredNitrogen",0.058418,"high"
"5723",3,"17","StoredNitrogen",0.0376,"high"
"5724",4,"17","StoredNitrogen",0.038843,"high"
"5725",5,"17","StoredNitrogen",0.054607,"high"
"5726",6,"17","StoredNitrogen",0.054607,"high"
"5727",7,"17","StoredNitrogen",0.56498,"high"
"5728",8,"17","StoredNitrogen",0.5567,"high"
"5729",9,"17","StoredNitrogen",0.037322,"high"
"5730",10,"17","StoredNitrogen",0.036573,"high"
"5731",11,"17","StoredNitrogen",0.053491,"high"
"5732",12,"17","StoredNitrogen",0.03494,"high"
"5733",13,"17","StoredNitrogen",0.0349,"high"
"5734",14,"17","StoredNitrogen",0.060797,"high"
"5735",15,"17","StoredNitrogen",0.061218,"high"
"5736",16,"17","StoredNitrogen",0.033217,"high"
"5737",17,"17","StoredNitrogen",0.033252,"high"
"5738",18,"17","StoredNitrogen",0.044018,"high"
"5739",19,"17","StoredNitrogen",0.044033,"high"
"5740",20,"17","StoredNitrogen",0.39744,"high"
"5741",1,"18","StoredNitrogen",0.081447,"high"
"5742",2,"18","StoredNitrogen",0.059913,"high"
"5743",3,"18","StoredNitrogen",0.039891,"high"
"5744",4,"18","StoredNitrogen",0.040814,"high"
"5745",5,"18","StoredNitrogen",0.033249,"high"
"5746",6,"18","StoredNitrogen",0.03394,"high"
"5747",7,"18","StoredNitrogen",0.050478,"high"
"5748",8,"18","StoredNitrogen",0.050478,"high"
"5749",9,"18","StoredNitrogen",0.76573,"high"
"5750",10,"18","StoredNitrogen",0.73381,"high"
"5751",11,"18","StoredNitrogen",0.049316,"high"
"5752",12,"18","StoredNitrogen",0.045625,"high"
"5753",13,"18","StoredNitrogen",0.063541,"high"
"5754",14,"18","StoredNitrogen",0.041295,"high"
"5755",15,"18","StoredNitrogen",0.040841,"high"
"5756",16,"18","StoredNitrogen",0.059677,"high"
"5757",17,"18","StoredNitrogen",0.059779,"high"
"5758",18,"18","StoredNitrogen",0.058893,"high"
"5759",19,"18","StoredNitrogen",0.064673,"high"
"5760",20,"18","StoredNitrogen",0.21499,"high"
"5761",1,"19","StoredNitrogen",0.36507,"high"
"5762",2,"19","StoredNitrogen",0.04623,"high"
"5763",3,"19","StoredNitrogen",0.042704,"high"
"5764",4,"19","StoredNitrogen",0.06663,"high"
"5765",5,"19","StoredNitrogen",0.063331,"high"
"5766",6,"19","StoredNitrogen",0.062556,"high"
"5767",7,"19","StoredNitrogen",0.03785,"high"
"5768",8,"19","StoredNitrogen",0.037894,"high"
"5769",9,"19","StoredNitrogen",0.057421,"high"
"5770",10,"19","StoredNitrogen",0.046827,"high"
"5771",11,"19","StoredNitrogen",0.049987,"high"
"5772",12,"19","StoredNitrogen",0.67444,"high"
"5773",13,"19","StoredNitrogen",0.68152,"high"
"5774",14,"19","StoredNitrogen",0.079907,"high"
"5775",15,"19","StoredNitrogen",0.029969,"high"
"5776",16,"19","StoredNitrogen",0.029969,"high"
"5777",17,"19","StoredNitrogen",0.041573,"high"
"5778",18,"19","StoredNitrogen",0.041202,"high"
"5779",19,"19","StoredNitrogen",0.061152,"high"
"5780",20,"19","StoredNitrogen",0.093684,"high"
"5781",1,"20","StoredNitrogen",0.090108,"high"
"5782",2,"20","StoredNitrogen",0.061458,"high"
"5783",3,"20","StoredNitrogen",0.041654,"high"
"5784",4,"20","StoredNitrogen",0.041692,"high"
"5785",5,"20","StoredNitrogen",0.059587,"high"
"5786",6,"20","StoredNitrogen",0.040318,"high"
"5787",7,"20","StoredNitrogen",0.040329,"high"
"5788",8,"20","StoredNitrogen",0.70157,"high"
"5789",9,"20","StoredNitrogen",0.71256,"high"
"5790",10,"20","StoredNitrogen",0.042637,"high"
"5791",11,"20","StoredNitrogen",0.042637,"high"
"5792",12,"20","StoredNitrogen",0.030782,"high"
"5793",13,"20","StoredNitrogen",0.030776,"high"
"5794",14,"20","StoredNitrogen",0.040909,"high"
"5795",15,"20","StoredNitrogen",0.040549,"high"
"5796",16,"20","StoredNitrogen",0.061267,"high"
"5797",17,"20","StoredNitrogen",0.061557,"high"
"5798",18,"20","StoredNitrogen",0.06152,"high"
"5799",19,"20","StoredNitrogen",0.067832,"high"
"5800",20,"20","StoredNitrogen",0.27054,"high"
"5801",1,"21","StoredNitrogen",0.91203,"high"
"5802",2,"21","StoredNitrogen",0.88339,"high"
"5803",3,"21","StoredNitrogen",0.079749,"high"
"5804",4,"21","StoredNitrogen",0.063791,"high"
"5805",5,"21","StoredNitrogen",0.037448,"high"
"5806",6,"21","StoredNitrogen",0.036945,"high"
"5807",7,"21","StoredNitrogen",0.043291,"high"
"5808",8,"21","StoredNitrogen",0.04343,"high"
"5809",9,"21","StoredNitrogen",0.0354,"high"
"5810",10,"21","StoredNitrogen",0.035309,"high"
"5811",11,"21","StoredNitrogen",0.033299,"high"
"5812",12,"21","StoredNitrogen",0.033299,"high"
"5813",13,"21","StoredNitrogen",0.063165,"high"
"5814",14,"21","StoredNitrogen",0.042792,"high"
"5815",15,"21","StoredNitrogen",0.048429,"high"
"5816",16,"21","StoredNitrogen",0.33394,"high"
"5817",17,"21","StoredNitrogen",0.075138,"high"
"5818",18,"21","StoredNitrogen",0.065077,"high"
"5819",19,"21","StoredNitrogen",0.054699,"high"
"5820",20,"21","StoredNitrogen",0.054564,"high"
"5821",1,"22","StoredNitrogen",0.36657,"high"
"5822",2,"22","StoredNitrogen",0.040869,"high"
"5823",3,"22","StoredNitrogen",0.040869,"high"
"5824",4,"22","StoredNitrogen",0.064237,"high"
"5825",5,"22","StoredNitrogen",0.062998,"high"
"5826",6,"22","StoredNitrogen",0.063747,"high"
"5827",7,"22","StoredNitrogen",0.043871,"high"
"5828",8,"22","StoredNitrogen",0.047081,"high"
"5829",9,"22","StoredNitrogen",0.073158,"high"
"5830",10,"22","StoredNitrogen",0.047251,"high"
"5831",11,"22","StoredNitrogen",0.04745,"high"
"5832",12,"22","StoredNitrogen",0.79782,"high"
"5833",13,"22","StoredNitrogen",0.87043,"high"
"5834",14,"22","StoredNitrogen",0.065555,"high"
"5835",15,"22","StoredNitrogen",0.054251,"high"
"5836",16,"22","StoredNitrogen",0.069533,"high"
"5837",17,"22","StoredNitrogen",0.045725,"high"
"5838",18,"22","StoredNitrogen",0.045164,"high"
"5839",19,"22","StoredNitrogen",0.061646,"high"
"5840",20,"22","StoredNitrogen",0.060911,"high"
"5841",1,"23","StoredNitrogen",0.27478,"high"
"5842",2,"23","StoredNitrogen",0.068305,"high"
"5843",3,"23","StoredNitrogen",0.061286,"high"
"5844",4,"23","StoredNitrogen",0.061781,"high"
"5845",5,"23","StoredNitrogen",0.062553,"high"
"5846",6,"23","StoredNitrogen",0.046698,"high"
"5847",7,"23","StoredNitrogen",0.04812,"high"
"5848",8,"23","StoredNitrogen",0.038294,"high"
"5849",9,"23","StoredNitrogen",0.038431,"high"
"5850",10,"23","StoredNitrogen",0.051293,"high"
"5851",11,"23","StoredNitrogen",0.051293,"high"
"5852",12,"23","StoredNitrogen",0.87707,"high"
"5853",13,"23","StoredNitrogen",0.7847,"high"
"5854",14,"23","StoredNitrogen",0.044646,"high"
"5855",15,"23","StoredNitrogen",0.044205,"high"
"5856",16,"23","StoredNitrogen",0.06562,"high"
"5857",17,"23","StoredNitrogen",0.044257,"high"
"5858",18,"23","StoredNitrogen",0.043488,"high"
"5859",19,"23","StoredNitrogen",0.061261,"high"
"5860",20,"23","StoredNitrogen",0.060111,"high"
"5861",1,"24","StoredNitrogen",0.057926,"high"
"5862",2,"24","StoredNitrogen",0.057894,"high"
"5863",3,"24","StoredNitrogen",0.041679,"high"
"5864",4,"24","StoredNitrogen",0.042685,"high"
"5865",5,"24","StoredNitrogen",0.066519,"high"
"5866",6,"24","StoredNitrogen",0.049092,"high"
"5867",7,"24","StoredNitrogen",0.050193,"high"
"5868",8,"24","StoredNitrogen",0.77788,"high"
"5869",9,"24","StoredNitrogen",0.78481,"high"
